Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,InterSD,InterSK,IntraSD,QS,Vol,Skew,Dim,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
PHI,Phillies,10.0749,9.91482,27.2271,27.2271,0.0,0.0,0.0,163.771,681.582,154.179,82.0361,75.4732,25.0231,161.056,45.2078,0.666575,5.16767,4.1476,1.21747,8.85079,2.48438,3.56258,1.37514,0.236298,0.0663277,0.16997013241052628,,0.244261,0.290155,0.71401,4.07739,677.7000000000002,4.132317073170733,667.0,4.067073170731708,2.42917,2.24488,3.54608,-0.608807,1.02074,12.3078,3.54608,0.608807,3.63902,212.50999450683594,26,NL,Aaron Nola,605400,16149,16149
CIN,Reds,9.74995,9.05042,27.6159,27.6159,0.0,0.0,0.0,162.351,680.038,152.759,80.5938,74.1463,25.9432,147.988,50.1754,0.808172,4.05835,4.11033,1.24997,8.20377,2.78149,2.94942,1.43817,0.217617,0.0737832,0.14383413642644882,,0.2441,0.280645,0.734276,4.39159,615.2,3.797530864197531,606.0,3.740740740740741,2.38289,2.4768,3.81155,-0.178351,0.927755,10.7569,3.81155,0.178351,3.76299,215.7899932861328,18,NL,Andrew Abbott,671096,29911,29911
CIN,Reds,8.9564,8.11823,26.6434,26.6434,0.0,0.0,0.0,150.898,631.712,138.657,73.354,67.4857,21.9626,153.132,38.9765,1.0782,13.3164,4.02506,1.17718,9.1333,2.32468,3.92884,1.30992,0.242409,0.0616998,0.18070882186293602,,0.239303,0.288615,0.709935,4.03726,635.4000000000001,4.20794701986755,619.0,4.099337748344371,2.37992,2.55879,1.84475,0.332766,0.74254,11.3269,1.84475,-0.332766,4.00995,125.4800033569336,18,NL,Nick Lodolo,666157,26378,26378
LAD,Dodgers,7.95228,5.73364,22.4096,22.4096,0.0,0.0,0.0,128.533,527.557,102.126,57.1848,52.61,15.7375,150.529,48.0166,0.456604,3.38414,3.68381,1.16813,10.5402,3.36217,3.13493,1.10196,0.285332,0.0910169,0.19431473314762115,,0.21448,0.278771,0.725609,3.58431,641.5999999999999,4.973643410852713,586.0,4.542635658914729,2.35475,2.37637,2.52558,-0.789348,0.544069,10.6196,2.52558,0.789348,4.27457,121.36000061035156,22,NL,Tyler Glasnow,607192,14374,14374
PIT,Pirates,9.39518,11.44,29.6618,29.6618,0.0,0.0,0.0,175.813,747.103,172.786,91.6813,84.3467,22.2545,154.198,52.6361,0.877697,10.0652,4.31777,1.28217,7.89349,2.69448,2.9295,1.13922,0.206394,0.0704536,0.1359405368566513,,0.252462,0.29635,0.688442,4.09648,701.0000000000002,3.9829545454545467,713.0,4.051136363636363,2.33444,2.03219,2.1715,0.0707569,1.28917,13.2672,2.1715,-0.0707569,3.28111,533.5700073242188,27,NL,Mitch Keller,656605,17594,17594
CIN,Reds,10.4222,11.036,28.8226,28.8226,0.0,0.0,0.0,164.561,699.946,159.224,87.46,80.4632,23.5365,152.519,52.4403,0.625971,9.40862,4.4006,1.28623,8.34141,2.868,2.90844,1.28723,0.217901,0.0749205,0.14298095554113388,,0.249529,0.293669,0.694992,4.26835,635.4,3.8509090909090906,636.0,3.8545454545454545,2.31106,2.07978,2.34953,-0.206084,1.40796,11.7673,2.34953,0.206084,3.12271,344.3299865722656,18,NL,Brady Singer,663903,25377,25377
NYM,Mets,10.5453,7.83756,25.602,25.602,0.0,0.0,0.0,151.495,638.73,132.423,67.7222,62.3044,16.0319,149.163,56.9194,0.794724,8.53722,3.70138,1.24983,8.86147,3.38146,2.62061,0.952424,0.233531,0.0891133,0.1444174200296402,,0.230995,0.285218,0.728712,3.83786,677.4000000000001,4.486092715231789,647.0,4.28476821192053,2.30636,2.64379,3.3805,1.53504,0.847505,11.2056,3.3805,-1.53504,3.86999,89.93000030517578,25,NL,Nolan McLean,690997,33703,33703
NYM,Mets,9.20028,7.29751,27.2621,27.2621,0.0,0.0,0.0,158.26,678.47,151.275,75.5088,69.4681,15.4093,140.979,60.1609,1.77951,7.25468,3.95055,1.33601,8.01726,3.42127,2.34336,0.876308,0.207789,0.0886715,0.11911782622337341,,0.247565,0.298826,0.715924,3.89724,673.1,4.260126582278481,676.0,4.2784810126582276,2.30478,2.25402,4.0967,-0.101708,1.15885,12.6293,4.0967,0.101708,3.45487,498.0,25,NL,David Peterson,656849,20302,20302
TBR,Rays,7.54652,5.91124,20.1333,20.1333,0.0,0.0,0.0,118.198,483.502,102.172,51.5433,47.4198,14.756,125.859,35.5984,0.726056,2.89242,3.6107,1.16559,9.5833,2.71059,3.53551,1.12357,0.260306,0.0736262,0.186679869890213,,0.229594,0.287178,0.73628,3.6054,558.5,4.733050847457627,530.0,4.491525423728813,2.26538,2.18896,5.04952,-1.38629,0.466338,9.47885,5.04952,1.38629,4.37822,209.07000732421875,12,AL,Shane McClanahan,663556,21483,21483
SEA,Mariners,10.8052,9.72896,28.4484,28.4484,0.0,0.0,0.0,172.072,711.307,155.973,80.9647,74.4875,23.8818,159.954,48.151,1.08967,6.45228,3.89596,1.18627,8.36617,2.51847,3.32193,1.2491,0.224874,0.0676937,0.15717986971139908,,0.237509,0.279341,0.721541,4.03223,729.9999999999999,4.2441860465116275,706.0,4.104651162790698,2.26534,1.92583,1.97832,1.21112,0.846508,13.7534,1.97832,-1.21112,3.87132,172.74000549316406,11,AL,Luis Castillo,622491,15689,15689
LAD,Dodgers,9.22131,5.66205,23.1499,33.5793,0.0,0.312409,0.0,133.432,546.609,110.196,63.0537,58.0094,18.8985,151.631,42.6883,0.896328,5.43851,3.91275,1.14579,10.2276,2.87934,3.55206,1.27471,0.277403,0.0780966,0.19930686056613922,,0.221064,0.278387,0.710538,3.78564,624.5,4.695488721804511,578.0,4.345864661654136,2.26302,1.88157,2.19063,-0.136118,0.702826,7.1462,2.19063,0.136118,4.0629,117.26000213623047,22,NL,Emmet Sheehan,686218,29839,29839
BAL,Orioles,8.75826,7.88615,25.26,25.26,0.0,0.0,0.0,146.267,615.943,138.378,71.071,65.3853,17.3715,126.818,46.9107,1.17248,5.01768,4.02325,1.26679,7.80331,2.88648,2.7034,1.06889,0.205893,0.0761607,0.1297324225306511,,0.245345,0.288231,0.709565,4.0101,610.5,4.181506849315069,607.0,4.157534246575342,2.24216,1.78985,4.05317,1.31931,0.650465,10.6657,4.05317,-1.31931,4.13271,156.89999389648438,2,AL,Trevor Rogers,669432,22286,22286
LAA,Angels,8.16658,9.82221,29.0044,29.0044,0.0,0.0,0.0,165.668,703.695,157.402,84.6721,77.8984,25.2631,167.945,59.2165,1.57287,4.98205,4.23186,1.30754,9.12369,3.21696,2.83612,1.37243,0.238662,0.0841509,0.15451078861951828,,0.246134,0.296084,0.727979,4.25259,656.7,3.9560240963855424,649.0,3.9096385542168677,2.14279,1.81827,3.92662,-0.384,1.27996,11.3914,3.92662,0.384,3.29339,481.30999755859375,1,AL,Yusei Kikuchi,579328,20633,20633
ARI,Diamondbacks,10.2666,7.68522,26.7485,26.7485,0.0,0.0,0.0,159.807,666.76,150.616,78.5539,72.2696,21.0354,144.027,47.2206,1.03383,3.8847,4.07007,1.23797,8.1113,2.65937,3.05009,1.18467,0.21601,0.070821,0.14518921822309494,,0.244644,0.287579,0.708384,4.00319,668.1,4.175625,662.0,4.1375,2.13074,2.24157,2.90497,0.621745,0.890233,12.245,2.90497,-0.621745,3.81302,259.70001220703125,15,NL,Merrill Kelly,518876,11156,11156
TOR,Blue Jays,8.25051,6.45737,24.5676,30.5981,0.0,0.340134,0.0,136.374,570.665,112.287,63.1347,58.084,16.5985,152.061,56.8795,0.873557,4.65091,3.83326,1.24047,10.0353,3.75377,2.67339,1.09542,0.266463,0.0996723,0.16679082065820694,,0.220545,0.281045,0.7266,3.84091,624.1000000000001,4.588970588235295,577.0,4.242647058823529,2.12624,1.99339,3.2191,-0.522759,0.623595,8.91293,3.2191,0.522759,4.16854,148.11000061035156,14,AL,Trey Yesavage,702056,35456,35456
DET,Tigers,9.06729,8.34882,26.3539,26.3539,0.0,0.0,0.0,144.557,606.25,141.477,71.855,66.1066,19.3799,125.907,38.8069,0.920355,5.30492,4.11574,1.24715,7.83884,2.41608,3.24444,1.20658,0.207681,0.0640113,0.1436697021126747,,0.251677,0.292904,0.707983,4.05146,592.6999999999999,4.087586206896551,598.0,4.124137931034483,2.10009,1.74902,2.45955,1.63723,0.67826,9.54656,2.45955,-1.63723,4.09565,271.0199890136719,6,AL,Casey Mize,663554,20492,20492
KCR,Royals,10.2335,10.222,27.3684,27.3684,0.0,0.0,0.0,162.205,685.603,160.494,85.2488,78.4289,21.9091,124.944,47.9636,0.646703,5.13005,4.35166,1.28515,6.93258,2.66128,2.60498,1.21564,0.18224,0.0699582,0.11228164285421371,,0.253741,0.285355,0.693021,4.33245,603.1999999999999,3.7234567901234565,615.0,3.7962962962962963,2.06008,1.58785,4.6299,0.677786,1.18823,11.4141,4.6299,-0.677786,3.41569,648.5599975585938,7,AL,Michael Wacha,608379,14078,14078
TBR,Rays,10.749,10.0907,29.5682,29.5682,0.0,0.0,0.0,166.688,692.316,141.961,81.1724,74.6786,25.1101,170.513,57.6033,0.967309,7.68835,4.03212,1.19723,9.20648,3.11017,2.96012,1.35577,0.246293,0.0832038,0.16308921575546265,,0.226404,0.270864,0.720102,4.22268,703.0999999999999,4.210179640718563,654.0,3.9161676646706587,2.05818,2.31249,3.59268,0.548425,1.02018,12.1286,3.59268,-0.548425,3.63976,130.14999389648438,12,AL,Ryan Pepiot,686752,26221,26221
PIT,Pirates,8.56903,7.6698,25.1749,30.5655,0.0234376,0.319857,0.0,142.67,606.182,132.46,71.7774,66.0352,17.595,134.71,50.4513,0.930086,7.9665,4.16566,1.28206,8.49783,3.18259,2.6701,1.10993,0.222227,0.0832279,0.13899874687194824,,0.24182,0.290461,0.702143,4.07835,589.6000000000001,4.123076923076924,577.0,4.034965034965035,2.03532,1.86065,3.83219,0.495534,0.798712,9.1553,3.83219,-0.495534,3.93505,152.25999450683594,27,NL,Bubba Chandler,696149,29868,29868
MIN,Twins,8.40618,9.03841,27.2652,27.2652,0.0,0.0,0.0,158.421,656.027,152.067,84.0196,77.2981,27.1243,143.732,37.141,0.558358,5.81502,4.39136,1.19434,8.16553,2.11001,3.8699,1.54095,0.219095,0.056615,0.16247966140508652,,0.248041,0.282538,0.695533,4.35985,600.9000000000001,3.803164556962026,598.0,3.7848101265822787,2.03475,1.38582,1.92837,0.594333,1.0671,11.2733,1.92837,-0.594333,3.57719,288.3900146484375,8,AL,Bailey Ober,641927,21224,21224
PIT,Pirates,6.73481,7.10781,22.179,36.0434,0.0,1.44726,1.42577,131.715,558.068,127.191,61.3288,56.4225,13.4323,118.105,41.9932,1.52892,5.50437,3.8553,1.28447,8.07001,2.86936,2.81247,0.917819,0.211631,0.0752474,0.13638398796319962,,0.249115,0.300127,0.717223,3.74936,582.7000000000003,4.414393939393942,587.0,4.446969696969697,2.02265,2.18393,3.13414,-0.281033,0.449051,6.38867,3.13414,0.281033,4.40127,261.4599914550781,27,NL,Braxton Ashcraft,677952,23793,23793
NYM,Mets,10.2372,8.59768,26.7054,27.7842,0.444394,0.260546,4.75026,144.013,619.606,137.72,67.1494,61.7774,13.06,119.01,54.0762,1.52472,8.51923,3.86074,1.3318,7.43744,3.37945,2.20078,0.816173,0.192074,0.0872752,0.10479846596717834,,0.247248,0.293359,0.718375,3.96524,595.9000000000001,4.138194444444445,600.0,4.166666666666667,2.01213,2.2805,3.43507,0.202533,1.07214,8.59433,3.43507,-0.202533,3.57048,385.260009765625,25,NL,Clay Holmes,605280,13649,13649
ARI,Diamondbacks,12.1854,10.3902,29.2052,29.2052,0.0,0.0,0.0,176.651,743.867,166.603,89.3365,82.1895,22.9628,166.376,57.2077,0.898503,6.00112,4.18737,1.26696,8.47648,2.91461,2.90828,1.1699,0.223663,0.0769058,0.14675752073526382,,0.244767,0.292355,0.701618,4.01478,735.7,4.156497175141244,729.0,4.11864406779661,1.99928,2.31604,4.30017,0.216158,1.45939,12.8505,4.30017,-0.216158,3.05414,228.27999877929688,15,NL,Zac Gallen,668678,19291,19291
LAA,Angels,7.76363,7.25737,20.5929,20.5929,0.0,0.0,0.0,116.5,488.419,105.914,55.9535,51.4773,15.2431,122.628,39.0079,0.567823,4.48105,3.97677,1.24396,9.47339,3.01348,3.14367,1.17757,0.251072,0.0798658,0.17120587825775146,,0.238046,0.295288,0.719915,3.85076,522.7000000000002,4.4675213675213685,507.0,4.333333333333333,1.99798,1.68251,3.0745,-1.03635,0.372992,9.00625,3.0745,1.03635,4.50268,260.5199890136719,1,AL,Grayson Rodriguez,680570,24492,24492
SFG,Giants,9.37585,10.2693,28.6488,28.6488,0.0,0.0,0.0,170.088,719.09,150.746,86.7855,79.8426,24.7456,177.805,66.5073,0.554377,6.88215,4.22479,1.2773,9.40835,3.51917,2.67346,1.30939,0.247264,0.0924882,0.1547754555940628,,0.233461,0.284328,0.714463,4.23017,691.9,4.07,659.0,3.876470588235294,1.98205,1.88771,2.77144,1.27617,1.33294,12.069,2.77144,-1.27617,3.22275,165.44000244140625,30,NL,Robbie Ray,592662,11486,11486
SDP,Padres,7.87936,7.63138,22.9596,22.9596,0.0,0.0,0.0,132.854,554.24,124.329,63.2284,58.1701,17.9669,126.351,34.3857,1.05858,9.00388,3.94065,1.19465,8.5595,2.32941,3.67453,1.21714,0.227972,0.0620411,0.16593113541603088,,0.243376,0.290184,0.714926,3.97091,563.4000000000001,4.236090225563911,554.0,4.165413533834586,1.98052,1.99926,2.61258,-1.03267,0.401286,10.4146,2.61258,1.03267,4.46495,217.30999755859375,29,NL,Joe Musgrove,605397,12970,12970
BAL,Orioles,9.02853,8.9813,27.148,27.148,0.0,0.0,0.0,153.598,646.359,139.766,77.1235,70.9537,21.6616,151.621,51.7787,0.70983,7.63389,4.15748,1.24705,8.88415,3.03394,2.92825,1.26925,0.234577,0.0801083,0.15446911752223969,,0.238123,0.285507,0.709727,4.15465,629.0000000000001,4.084415584415585,608.0,3.948051948051948,1.97291,1.66792,2.96233,-2.14438,0.89244,11.2371,2.96233,2.14438,3.81008,196.8699951171875,2,AL,Shane Baz,669358,22264,22264
CLE,Guardians,9.88569,8.9719,28.4556,28.4556,0.0,0.0,0.0,162.737,690.338,141.551,77.8035,71.5793,20.4632,165.556,69.207,0.835268,6.01426,3.95861,1.29508,9.15589,3.82742,2.39219,1.13169,0.239819,0.100251,0.13956791162490845,,0.230121,0.282192,0.73008,4.12184,698.0,4.282208588957055,662.0,4.061349693251533,1.96076,2.15332,2.5338,0.772412,1.16113,11.4147,2.5338,-0.772412,3.45183,140.07000732421875,5,AL,Gavin Williams,668909,30122,30122
TOR,Blue Jays,7.78603,7.31386,20.84,34.8679,0.0,0.819823,0.501765,131.833,554.163,122.014,64.3042,59.1598,17.7487,134.549,42.7629,1.44426,5.75142,4.03873,1.24989,9.18542,2.91934,3.1464,1.21167,0.242797,0.0771666,0.16563040018081665,,0.241302,0.295077,0.718028,3.94811,565.2000000000003,4.281818181818184,553.0,4.1893939393939394,1.95744,1.53977,3.39544,-0.658186,0.52443,8.77292,3.39544,0.658186,4.30076,265.1000061035156,14,AL,Cody Ponce,664074,17920,17920
CHC,Cubs,9.79567,7.74724,25.6713,25.6713,0.0,0.0,0.0,154.253,628.267,142.135,74.9026,68.9104,27.6461,140.394,33.2934,0.704734,3.96268,4.02063,1.13728,8.1914,1.94253,4.21688,1.61303,0.223463,0.0529924,0.17047011852264404,,0.240495,0.270678,0.735247,4.36934,595.0000000000002,3.863636363636365,575.0,3.7337662337662336,1.94343,2.1009,3.40832,1.21788,0.851966,11.9432,3.40832,-1.21788,3.86404,167.49000549316406,17,NL,Shota Imanaga,684007,33829,33829
CHC,Cubs,8.44419,7.24162,24.3766,24.3766,0.0,0.0,0.0,134.405,565.29,114.371,64.5901,59.4229,16.3159,143.597,52.6139,0.512406,7.18645,3.97906,1.2424,9.61547,3.52312,2.72925,1.09254,0.254023,0.0930742,0.16094862669706345,,0.226257,0.283742,0.71037,3.91125,606.4,4.525373134328358,570.0,4.253731343283582,1.93299,1.85492,2.08079,-0.954646,0.607803,8.77048,2.08079,0.954646,4.1896,180.14999389648438,17,NL,Edward Cabrera,665795,21690,21690
TEX,Rangers,9.56083,10.2241,29.2153,29.2153,0.0,0.0,0.0,162.511,688.699,143.538,84.1101,77.3813,23.7067,156.548,64.1487,0.771564,7.25131,4.28545,1.27799,8.66975,3.55262,2.44039,1.3129,0.227309,0.0931449,0.1341644749045372,,0.232525,0.274185,0.708186,4.423,637.6,3.9116564417177915,604.0,3.705521472392638,1.89338,1.51132,2.74048,0.150269,1.2065,9.59395,2.74048,-0.150269,3.39134,235.25999450683594,13,AL,Jack Leiter,683004,30146,30146
BAL,Orioles,10.4193,9.59039,28.2735,32.1624,0.0,0.304573,0.0,165.648,709.234,161.12,84.9156,78.1224,22.2368,150.251,55.1968,0.962831,10.8827,4.24456,1.30589,8.16349,2.99897,2.7221,1.20817,0.21185,0.0778259,0.13402409851551056,,0.250516,0.295078,0.709566,4.26292,641.2000000000002,3.8626506024096394,646.0,3.891566265060241,1.88907,1.54516,2.01364,1.00702,1.33274,11.4792,2.01364,-1.00702,3.22301,408.07000732421875,2,AL,Chris Bassitt,605135,12304,12304
MIL,Brewers,10.343,8.97413,27.5345,27.5345,0.0,0.0,0.0,162.208,689.157,156.999,81.0645,74.5794,19.6072,132.88,52.8716,0.719217,6.90754,4.13799,1.29383,7.37276,2.93354,2.51326,1.08789,0.192815,0.0767192,0.11609608680009842,,0.249451,0.288098,0.706094,4.17375,630.5999999999999,3.892592592592592,636.0,3.925925925925926,1.84634,2.02146,2.80363,0.271725,1.09304,10.9001,2.80363,-0.271725,3.54261,283.9800109863281,23,NL,Quinn Priester,682990,25977,25977
NYY,Yankees,8.27392,7.56539,23.4718,23.4718,0.0,0.0,0.0,131.329,554.186,115.775,61.8957,56.944,16.2549,130.902,49.8049,0.680688,6.43819,3.90238,1.26081,8.97071,3.41314,2.62829,1.11395,0.236205,0.0898703,0.14633501321077347,,0.232507,0.283707,0.725963,4.03546,565.0000000000001,4.312977099236642,541.0,4.129770992366412,1.84092,1.97464,3.16753,1.26379,0.530189,9.22324,3.16753,-1.26379,4.29308,130.89999389648438,9,AL,Cam Schlittler,693645,32095,32095
LAA,Angels,7.34147,8.53509,23.1682,30.665,0.0342944,0.462974,0.806158,135.343,572.966,122.617,69.7065,64.13,18.5938,147.312,50.2407,2.67933,6.26078,4.2645,1.27718,9.79593,3.3409,2.93213,1.23644,0.257105,0.0876854,0.16941916942596436,,0.237415,0.296735,0.702537,3.99665,571.5,4.233333333333333,554.0,4.103703703703704,1.83716,1.30241,4.65036,-1.03749,0.829046,8.26509,4.65036,1.03749,3.89461,339.7200012207031,1,AL,Reid Detmers,672282,27468,27468
NYM,Mets,7.62511,7.13395,22.7953,33.8688,0.0,0.392096,0.0559554,133.687,554.468,117.303,67.0602,61.6954,19.3639,139.722,40.9051,0.642633,7.23058,4.15342,1.18342,9.40625,2.75379,3.41575,1.3036,0.251992,0.0737737,0.1782185062766075,,0.231671,0.282044,0.695261,4.00803,589.6999999999998,4.400746268656715,559.0,4.1716417910447765,1.81959,1.53167,3.07146,-0.677162,0.651178,8.48582,3.07146,0.677162,4.13176,275.260009765625,25,NL,Sean Manaea,640455,15873,15873
MIA,Marlins,6.17059,6.18977,20.2755,26.6209,0.0,0.659928,0.0,115.497,482.941,113.012,56.1894,51.6942,14.1523,102.872,27.4401,1.37997,6.39329,4.02823,1.21607,8.01623,2.13825,3.74897,1.10281,0.213012,0.0568189,0.1561930812895298,,0.251636,0.297694,0.69847,3.82551,495.99999999999994,4.313043478260869,504.0,4.3826086956521735,1.81522,1.63545,2.69162,-0.183151,0.199683,7.37437,2.69162,0.183151,4.73376,531.4600219726562,20,NL,Braxton Garrett,666129,21844,21844
MIN,Twins,6.76989,7.42542,22.2158,30.2563,0.0,0.330115,0.0,125.219,521.651,121.475,62.2374,57.2584,18.5163,121.923,32.4199,0.83827,3.36765,4.11539,1.229,8.76307,2.33015,3.76074,1.33084,0.233725,0.0621488,0.1715763472020626,,0.250019,0.298065,0.716231,3.96751,515.6999999999999,4.1255999999999995,517.0,4.136,1.8028,1.46222,5.24826,-2.00214,0.366879,7.12341,5.24826,2.00214,4.51083,295.4599914550781,8,AL,Zebby Matthews,805673,31827,31827
NYY,Yankees,10.5091,8.22953,23.5062,23.5062,0.0,0.0,0.0,139.591,581.152,118.398,68.1352,62.6844,20.2282,147.849,50.5098,0.509616,6.03576,4.04153,1.21002,9.53244,3.25658,2.92713,1.3042,0.254406,0.0869132,0.16749311238527298,,0.225689,0.275348,0.716792,4.1159,608.2,4.344285714285714,565.0,4.035714285714286,1.79448,1.92875,2.45224,0.829471,0.834286,10.6002,2.45224,-0.829471,3.88762,195.25,9,AL,Carlos Rodón,607074,16137,16137
MIL,Brewers,8.81639,7.32755,25.3222,30.3913,0.0,0.331613,0.0,137.703,583.378,111.841,67.4424,62.047,17.7155,156.169,62.2373,0.916899,8.58342,4.05526,1.26416,10.2069,4.0677,2.50926,1.15785,0.267698,0.106684,0.161014124751091,,0.218202,0.277925,0.714351,4.08228,607.6000000000001,4.402898550724639,555.0,4.021739130434782,1.78741,1.87529,3.16992,0.267637,0.840007,8.73902,3.16992,-0.267637,3.87999,122.36000061035156,23,NL,Jacob Misiorowski,694819,31623,31623
BOS,Red Sox,10.0909,9.32932,26.7379,26.7379,0.0,0.0,0.0,154.499,663.893,151.077,79.1665,72.8332,17.9807,126.03,53.2147,0.598328,8.21983,4.24274,1.32229,7.34163,3.09991,2.36834,1.04743,0.189836,0.0801557,0.10967990756034851,,0.250768,0.29032,0.698561,4.20953,594.6000000000001,3.861038961038962,605.0,3.9285714285714284,1.78726,1.90414,2.95334,-0.372502,1.18672,11.1185,2.95334,0.372502,3.41771,393.70001220703125,3,AL,Brayan Bello,678394,23920,23920
TOR,Blue Jays,6.54414,5.18768,17.9741,20.5721,0.0,0.271978,0.0,105.864,435.024,98.2616,47.6833,43.8686,13.6698,98.5087,25.7164,0.339326,2.98296,3.72949,1.17111,8.37472,2.18628,3.83058,1.16214,0.226444,0.0591149,0.16732924804091454,,0.24183,0.287584,0.727724,3.76603,468.40000000000003,4.4188679245283025,459.0,4.330188679245283,1.76328,1.68622,1.30997,-0.368,0.445884,7.49722,1.30997,0.368005,4.40549,287.70001220703125,14,AL,Shane Bieber,669456,19427,19427
CHW,White Sox,7.94879,9.31383,28.002,28.002,0.0,0.0,0.0,157.03,663.763,138.857,77.9034,71.6711,21.4828,154.081,57.6442,1.12122,9.51609,4.10774,1.25136,8.83098,3.30381,2.67297,1.23126,0.232133,0.0868446,0.14528851211071014,,0.232746,0.278773,0.712619,4.23425,646.1,4.115286624203822,616.0,3.9235668789808917,1.75481,1.98294,3.42271,1.35474,0.81644,9.89052,3.42271,-1.35474,3.91141,247.74000549316406,4,AL,Shane Smith,681343,31687,31687
HOU,Astros,7.58171,7.23045,25.7884,25.7884,0.0,0.0,0.0,150.24,641.356,134.182,77.179,71.0047,19.7139,148.782,62.1048,1.07076,7.89035,4.25346,1.30648,8.91266,3.72033,2.39567,1.18094,0.231981,0.0968337,0.13514743745326996,,0.234846,0.284135,0.706086,4.25802,603.6,4.024,578.0,3.8533333333333335,1.72958,1.48742,6.46268,0.383799,1.01424,10.5447,6.46268,-0.383799,3.64768,999.0,21,AL,Tatsuya Imai,837227,sa3062955,sa3062955
STL,Cardinals,8.22809,8.09513,23.74,29.0457,0.0,0.329709,0.0,139.299,586.165,143.098,69.4317,63.8772,15.8482,95.1585,33.3551,0.820262,4.35245,4.12706,1.26672,6.14812,2.15505,2.85289,1.02394,0.162341,0.0569039,0.10543683916330338,,0.260909,0.290888,0.693746,4.06,539.0000000000002,3.8776978417266204,566.0,4.071942446043166,1.72121,1.70587,2.35972,-0.866589,0.532341,9.73268,2.35972,0.866589,4.29021,737.6699829101562,28,NL,Michael McGreevy,700241,29869,29869
ARI,Diamondbacks,10.0085,9.83175,27.9642,27.9642,0.0,0.0,0.0,164.066,690.728,168.123,88.8669,81.7576,24.1978,143.733,38.1503,1.12944,7.02256,4.48489,1.25726,7.88464,2.09277,3.76756,1.3274,0.20809,0.055232,0.1528576910495758,,0.260432,0.301336,0.681026,4.12634,634.6000000000001,3.869512195121952,661.0,4.030487804878049,1.70928,1.49399,3.93462,-1.09836,1.34681,11.1692,3.93462,1.09836,3.20426,703.5599975585938,15,NL,Brandon Pfaadt,694297,27782,27782
SFG,Giants,7.4552,7.68053,23.085,23.085,0.0,0.0,0.0,130.533,549.007,124.832,63.9564,58.8399,16.3427,108.155,40.5515,0.438732,3.77452,4.05691,1.26699,7.45708,2.79596,2.66709,1.1268,0.197,0.0738632,0.12313706427812576,,0.247347,0.285359,0.71175,4.12434,528.6000000000001,4.035114503816795,528.0,4.030534351145038,1.6987,1.76623,2.49898,3.56739,0.381043,8.53464,2.49898,-3.56739,4.49194,357.6700134277344,30,NL,Tyler Mahle,641816,16358,16358
CHC,Cubs,10.1238,9.11395,26.0811,26.0811,0.0,0.0,0.0,153.021,637.115,151.611,81.0015,74.5214,25.0006,118.575,36.3214,0.552905,3.89101,4.38301,1.22815,6.97406,2.13626,3.26461,1.47042,0.186113,0.0570092,0.12910360842943192,,0.253997,0.279293,0.699209,4.49766,547.5,3.5784313725490198,558.0,3.6470588235294117,1.68744,1.42733,4.0612,1.1067,1.05543,11.4805,4.0612,-1.1067,3.59276,411.1000061035156,17,NL,Jameson Taillon,592791,11674,11674
MIN,Twins,6.84028,8.06359,23.1971,28.9889,0.0,0.318098,0.0,130.836,554.021,123.06,69.3413,63.794,18.4008,126.793,46.0224,1.05628,4.20584,4.38828,1.29232,8.7219,3.1658,2.75504,1.26576,0.22886,0.0830697,0.14579039067029953,,0.244267,0.291855,0.695926,4.17696,532.2,4.062595419847328,525.0,4.00763358778626,1.6757,1.14736,2.64458,-0.552421,0.742844,9.16077,2.64458,0.552421,4.00954,567.6199951171875,8,AL,Taj Bradley,671737,22543,22543
CHC,Cubs,9.29733,6.73535,23.0778,23.0778,0.0,0.0,0.0,127.504,532.583,115.338,60.2494,55.4294,16.2404,109.86,40.0312,0.660762,5.27965,3.91255,1.21855,7.75461,2.82565,2.74436,1.14635,0.206278,0.0751643,0.13111386448144913,,0.236702,0.274379,0.717168,4.13383,536.4000000000001,4.190625000000001,517.0,4.0390625,1.67187,1.99026,5.66049,0.816277,0.513076,7.73573,5.66049,-0.816277,4.3159,186.83999633789062,17,NL,Cade Horton,690990,31872,31872
WSN,Nationals,6.96694,8.36502,24.3313,24.3313,0.0,0.0,0.0,135.064,582.077,132.62,68.9351,63.4203,15.5453,113.57,48.2165,0.606203,8.20395,4.22601,1.3389,7.56775,3.21291,2.35542,1.03586,0.195112,0.0828352,0.11227661371231079,,0.252294,0.29524,0.70346,4.20285,516.4000000000001,3.8251851851851857,527.0,3.903703703703704,1.66831,1.58319,3.53388,-0.305256,0.759101,8.86599,3.53388,0.305256,3.98787,358.79998779296875,24,NL,Cade Cavalli,676917,27473,27473
