Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,QS,ra_talent_sd,chance_ra_se,total_ra_se,q10,q20,q30,q40,q50,q60,q70,q80,q90,tt_q10,tt_q20,tt_q30,tt_q40,tt_q50,tt_q60,tt_q70,tt_q80,tt_q90,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
MIA,Marlins,9.1185,9.6987,27.54,27.54,0.0,0.0,,154.035,647.479,134.6,72.8865,68.3484,22.0271,171.784,53.6204,0.4701,5.3003,3.99347,1.22193,10.037,3.13294,3.20371,1.287,0.265312,0.0828141,0.18249811232089996,0.323585,0.228695,0.285178,0.732826,3.91123,685.0,4.4480519480519485,651.0,4.2272727272727275,2.61337,2.48566,12.9485,0.543203,0.900009,1.05123,5.65,5.07,4.7,4.4,4.13,3.89,3.64,3.37,3.03,4.97,4.7,4.52,4.36,4.22,4.09,3.95,3.8,3.59,82.5999984741211,20.0,NL,Eury Pérez,691587.0,27768,27768
DET,Tigers,10.0019,10.0597,29.16,29.16,0.0,0.0,,165.689,708.071,151.655,77.7612,72.0458,21.8341,178.923,58.2041,0.8872,6.9483,3.91344,1.26659,9.71885,3.16157,3.07405,1.186,0.25269,0.0822009,0.170489102602005,0.39792,0.235885,0.293605,0.736778,3.86817,725.6000000000001,4.371084337349399,707.0,4.259036144578313,2.60542,2.36867,14.3886,0.438706,0.864891,0.969793,5.5,4.98,4.64,4.36,4.12,3.89,3.66,3.4,3.08,4.8,4.58,4.44,4.31,4.2,4.09,3.98,3.85,3.68,214.75,6.0,AL,Jack Flaherty,656427.0,17479,17479
LAD,Dodgers,8.6541,6.1933,22.68,22.68,0.0,0.0,,116.914,479.548,98.0477,48.4451,44.7361,14.6402,136.147,36.2117,0.4628,4.5346,3.44377,1.14836,10.4805,2.78757,3.75974,1.127,0.283906,0.0755121,0.20839395374059677,0.413059,0.223444,0.289594,0.754325,3.47957,575.5000000000002,4.918803418803421,539.0,4.6068376068376065,2.57601,2.64952,10.4188,0.494396,0.974918,1.09311,5.17,4.56,4.16,3.85,3.58,3.33,3.08,2.81,2.48,4.38,4.13,3.96,3.82,3.7,3.57,3.45,3.31,3.12,1.0499999523162842,22.0,NL,Shohei Ohtani,660271.0,19755,19755
LAA,Angels,10.0313,11.3397,30.78,30.78,0.0,0.0,,177.726,747.69,165.385,86.9228,80.9133,26.3627,181.775,62.8598,0.6782,5.4551,4.09743,1.28425,9.20507,3.18321,2.89176,1.335,0.243116,0.084072,0.15904399752616882,0.406722,0.243438,0.295017,0.738603,4.17105,728.4000000000001,4.092134831460674,712.0,4.0,2.53386,2.44712,15.0256,0.436259,0.849019,0.954545,5.66,5.15,4.81,4.54,4.3,4.07,3.84,3.59,3.27,4.97,4.76,4.61,4.49,4.38,4.27,4.16,4.03,3.86,350.20001220703125,1.0,AL,Yusei Kikuchi,579328.0,20633,20633
MIA,Marlins,10.1071,11.7882,30.78,30.78,0.0,0.0,,186.581,794.978,189.426,93.3825,86.0455,22.2239,158.62,55.9346,0.8737,7.6994,4.15052,1.31503,7.65123,2.69808,2.8358,1.072,0.199527,0.0703599,0.12916697561740875,0.469893,0.25901,0.303726,0.709358,4.00647,747.7999999999998,3.9989304812834217,775.0,4.144385026737968,2.51146,2.57184,16.2857,0.473605,0.836194,0.961,5.77,5.26,4.92,4.65,4.41,4.18,3.95,3.69,3.36,5.13,4.89,4.73,4.6,4.48,4.36,4.24,4.1,3.92,152.5,20.0,NL,Sandy Alcantara,645261.0,18684,18684
ARI,Diamondbacks,11.0594,10.7021,30.78,30.78,0.0,0.0,,185.122,791.121,186.42,92.1208,85.3147,23.9219,169.223,56.6728,1.1906,5.0703,4.1477,1.31315,8.22704,2.75523,2.98597,1.163,0.213903,0.0716361,0.14226699620485306,0.422182,0.255588,0.303037,0.720279,3.98737,742.1999999999999,4.011891891891891,765.0,4.135135135135135,2.48121,2.50772,16.0579,0.454179,0.837502,0.952727,5.74,5.23,4.89,4.62,4.38,4.15,3.92,3.67,3.35,5.07,4.85,4.7,4.57,4.46,4.34,4.23,4.09,3.91,224.8000030517578,15.0,NL,Merrill Kelly,518876.0,11156,11156
KCR,Royals,9.5726,8.7711,24.3,40.3,0.0,0.6688,,155.332,655.374,146.952,71.3003,65.5501,17.3972,147.729,53.6394,0.8908,5.3432,3.79801,1.29138,8.5595,3.1079,2.75412,1.008,0.225412,0.0818455,0.14356641471385956,0.45001,0.246403,0.300408,0.733628,3.82819,678.7,4.378709677419355,677.0,4.367741935483871,2.47991,2.56734,12.3201,0.505677,1.10767,1.22809,5.71785,5.01764,4.57202,4.23596,3.94021,3.67167,3.40725,3.12592,2.76974,4.79172,4.54378,4.36584,4.22687,4.0979,3.97893,3.84996,3.70202,3.50408,217.14999389648438,7.0,AL,Kris Bubic,663460.0,21455,21455
TOR,Blue Jays,9.6458,8.4911,25.92,25.92,0.0,0.0,,153.005,642.88,152.783,71.5047,65.7366,19.4997,139.668,36.2906,0.3439,4.8345,3.86672,1.23573,8.21549,2.13467,3.84861,1.147,0.217254,0.05645,0.1608038730919361,0.458725,0.253895,0.301145,0.726747,3.7726,657.7,4.298692810457517,675.0,4.411764705882353,2.46853,2.07904,13.8542,0.506952,0.898456,1.03161,5.57,5.01,4.64,4.34,4.08,3.84,3.6,3.33,3.0,4.87,4.62,4.45,4.3,4.18,4.05,3.92,3.77,3.58,179.9499969482422,14.0,AL,Shane Bieber,669456.0,19427,19427
CIN,Reds,9.237,9.5958,27.54,27.54,0.0,0.0,,154.395,653.109,147.391,75.0916,69.7908,22.25,157.612,42.8583,0.7093,12.6161,4.06825,1.23222,9.1875,2.4983,3.6775,1.297,0.241325,0.065622,0.17570313811302185,0.423069,0.246623,0.299542,0.72381,4.04482,634.8000000000002,4.122077922077923,632.0,4.103896103896104,2.40229,2.54214,12.7804,0.478429,0.908888,1.02712,5.73,5.18,4.81,4.52,4.26,4.02,3.77,3.51,3.17,5.0,4.77,4.61,4.47,4.35,4.23,4.11,3.97,3.78,127.55000305175781,18.0,NL,Nick Lodolo,666157.0,26378,26378
SEA,Mariners,10.9142,10.6368,30.78,30.78,0.0,0.0,,181.473,762.814,170.248,84.0665,77.788,24.9223,171.805,51.0254,1.1908,6.7616,3.85782,1.21932,8.52053,2.53056,3.36706,1.236,0.225226,0.066891,0.15833491832017899,0.399601,0.241478,0.285907,0.73616,3.98232,759.9000000000001,4.198342541436465,750.0,4.143646408839779,2.36361,2.03452,16.4461,0.418742,0.821989,0.922502,5.39,4.89,4.57,4.3,4.07,3.85,3.63,3.39,3.08,4.72,4.51,4.37,4.25,4.15,4.04,3.94,3.81,3.65,163.60000610351562,11.0,AL,Luis Castillo,622491.0,15689,15689
NYM,Mets,11.6349,9.9096,30.78,30.78,0.0,0.0,,181.959,781.946,175.383,82.0187,74.3286,18.5194,160.582,70.1804,0.7069,8.0955,3.67642,1.34955,7.94267,3.47125,2.28813,0.916,0.205362,0.089751,0.11561105400323868,0.516052,0.24924,0.299033,0.744616,3.98376,746.0999999999999,4.099450549450549,751.0,4.126373626373627,2.34434,2.93897,17.1392,0.430691,0.811453,0.918667,5.27,4.78,4.45,4.19,3.96,3.74,3.52,3.28,2.97,4.62,4.41,4.26,4.14,4.03,3.93,3.82,3.69,3.52,360.95001220703125,25.0,NL,David Peterson,656849.0,20302,20302
TOR,Blue Jays,9.5595,8.937,24.3,42.3,0.0,0.6504,,156.51,661.977,152.851,75.133,69.4454,20.1376,151.242,44.8466,1.0617,6.4272,3.99341,1.26316,8.69706,2.57887,3.37243,1.158,0.22847,0.0677465,0.16072356700897217,0.441176,0.250287,0.302085,0.723074,3.85794,671.0,4.273885350318471,678.0,4.318471337579618,2.34374,1.80303,11.6313,0.510575,1.13494,1.2547,5.94776,5.23275,4.78294,4.43384,4.13624,3.85554,3.57944,3.28679,2.92758,4.98799,4.74029,4.56259,4.42374,4.29489,4.16604,4.03719,3.88949,3.69179,305.54998779296875,14.0,AL,Cody Ponce,664074.0,17920,17920
,,10.8834,11.6937,32.0,32.0,0.0,0.0,,191.167,821.518,189.888,96.6038,89.579,26.2749,181.622,61.8044,0.6638,6.7028,4.21731,1.31661,8.55061,2.9097,2.93866,1.237,0.221081,0.0752319,0.14584890753030777,0.422,0.252172,0.300145,0.721653,4.09687,756.6000000000001,3.9612565445026187,774.0,4.052356020942408,2.34094,2.18688,16.2392,0.433807,0.829017,0.935659,5.78,5.29,4.96,4.69,4.45,4.23,4.0,3.75,3.43,5.11,4.9,4.76,4.64,4.53,4.42,4.31,4.18,4.01,223.64999389648438,-1.0,,Zac Gallen,668678.0,19291,19291
CLE,Guardians,10.3226,11.2941,30.78,30.78,0.0,0.0,,182.086,773.19,174.921,88.8223,82.5051,25.5123,171.22,55.6797,0.5714,8.3713,4.07799,1.26644,8.4629,2.75209,3.07508,1.261,0.221446,0.072013,0.14943300187587738,0.39573,0.246667,0.291583,0.727504,4.13122,722.0,3.967032967032967,722.0,3.967032967032967,2.33624,2.14249,15.8002,0.443189,0.83793,0.947915,5.64,5.14,4.8,4.53,4.29,4.07,3.84,3.59,3.26,4.97,4.75,4.6,4.48,4.37,4.26,4.14,4.01,3.84,175.8000030517578,5.0,AL,Tanner Bibee,676440.0,30134,30134
SDP,Padres,9.7804,9.2956,27.54,27.54,0.0,0.0,,158.921,668.017,152.315,74.3659,68.8132,21.578,150.214,40.5733,1.1724,9.7317,3.89702,1.21374,8.50687,2.29774,3.70228,1.222,0.224865,0.0607369,0.16412799060344696,0.420168,0.24658,0.293185,0.728566,3.95945,657.8,4.1371069182389935,656.0,4.1257861635220126,2.31698,2.33677,14.0353,0.515434,0.882049,1.02161,5.56,5.01,4.64,4.35,4.09,3.85,3.61,3.35,3.01,4.89,4.63,4.46,4.31,4.18,4.05,3.92,3.77,3.58,241.39999389648438,29.0,NL,Joe Musgrove,605397.0,12970,12970
PIT,Pirates,9.805,11.7017,30.78,30.78,0.0,0.0,,179.816,771.08,182.314,93.5789,86.9224,22.9765,155.553,54.8384,0.6331,10.0302,4.35057,1.31886,7.78562,2.74473,2.83657,1.15,0.201734,0.071119,0.1306149661540985,0.427625,0.258157,0.301957,0.700408,4.14836,692.8999999999999,3.8494444444444436,718.0,3.988888888888889,2.29713,2.10364,14.5081,0.442934,0.864237,0.971131,5.97,5.45,5.11,4.83,4.59,4.35,4.12,3.86,3.53,5.26,5.05,4.9,4.78,4.66,4.55,4.44,4.31,4.13,343.79998779296875,27.0,NL,Mitch Keller,656605.0,17594,17594
CIN,Reds,9.7705,11.4865,30.78,30.78,0.0,0.0,,175.599,757.547,177.57,92.3403,85.7559,26.4765,163.8,55.9388,0.4401,9.7254,4.39525,1.32978,8.39524,2.86703,2.9282,1.357,0.216224,0.073842,0.14238205552101135,0.440032,0.256648,0.30122,0.718628,4.35147,649.8000000000002,3.6920454545454557,672.0,3.8181818181818183,2.29076,2.28163,13.6715,0.453226,0.877882,0.987973,6.04,5.51,5.16,4.88,4.63,4.4,4.16,3.89,3.56,5.32,5.11,4.95,4.83,4.71,4.6,4.48,4.35,4.17,324.5,18.0,NL,Brady Singer,663903.0,25377,25377
DET,Tigers,9.5943,10.2937,29.16,29.16,0.0,0.0,,162.441,688.016,161.493,79.6223,73.7686,21.8212,143.359,44.9811,0.5394,5.2489,4.08714,1.27108,7.9428,2.49217,3.1871,1.209,0.208366,0.065378,0.14298811554908752,0.414917,0.25321,0.295537,0.721059,4.04407,645.5999999999998,3.985185185185184,660.0,4.074074074074074,2.2794,1.91887,13.3033,0.502182,0.888834,1.02089,5.76,5.21,4.84,4.55,4.3,4.06,3.81,3.55,3.21,5.07,4.82,4.65,4.51,4.38,4.26,4.13,3.98,3.79,260.8999938964844,6.0,AL,Casey Mize,663554.0,20492,20492
LAA,Angels,7.7208,7.8869,22.68,22.68,0.0,0.0,,128.892,540.199,116.852,58.905,54.4436,16.7702,135.612,43.5633,0.3657,4.6365,3.80159,1.24457,9.46923,3.04186,3.11298,1.171,0.25104,0.0806431,0.17039703577756882,0.423628,0.237504,0.294689,0.741292,3.84418,566.3,4.389922480620155,549.0,4.255813953488372,2.26517,2.19634,11.4737,0.538783,0.969838,1.10945,5.58,4.96,4.56,4.25,3.97,3.71,3.46,3.18,2.83,4.82,4.55,4.37,4.22,4.08,3.95,3.81,3.65,3.45,315.25,1.0,AL,Grayson Rodriguez,680570.0,24492,24492
BAL,Orioles,10.4935,10.0808,29.16,29.16,0.0,0.0,,174.69,748.135,175.781,87.785,81.1639,22.4379,148.606,59.0084,1.1903,6.1691,4.18156,1.34404,7.65617,3.04011,2.51839,1.156,0.198635,0.078874,0.11976113170385361,0.435001,0.257381,0.299548,0.722819,4.22286,669.8000000000001,3.827428571428572,692.0,3.954285714285714,2.2432,1.82883,14.9919,0.490628,0.865388,0.994793,5.84,5.3,4.95,4.67,4.42,4.18,3.94,3.68,3.34,5.16,4.92,4.76,4.62,4.5,4.37,4.25,4.1,3.91,162.9499969482422,2.0,AL,Trevor Rogers,669432.0,22286,22286
CHC,Cubs,10.4865,10.0321,29.16,29.16,0.0,0.0,,173.75,730.964,164.224,81.7394,75.9116,24.2285,156.26,52.2851,0.4971,7.3579,3.93211,1.2461,8.09405,2.70829,2.98862,1.255,0.213773,0.071529,0.14224394410848618,0.376582,0.244629,0.285221,0.738104,4.17904,701.0000000000001,4.028735632183909,693.0,3.9827586206896552,2.23901,2.63773,15.6394,0.480833,0.845414,0.972587,5.52,4.99,4.65,4.37,4.13,3.9,3.66,3.41,3.09,4.86,4.63,4.46,4.33,4.21,4.09,3.96,3.82,3.64,225.5500030517578,17.0,NL,Matthew Boyd,571510.0,15440,15440
NYY,Yankees,9.9886,9.2398,27.54,27.54,0.0,0.0,,161.648,688.156,144.763,77.5664,72.355,23.1336,174.423,58.7376,0.4212,7.2401,4.02848,1.25891,9.7113,3.27031,2.96954,1.288,0.253465,0.0853551,0.16810999810695648,0.36487,0.232672,0.286443,0.735969,4.06198,688.9000000000001,4.252469135802469,661.0,4.080246913580247,2.23136,1.97215,14.0803,0.430434,0.883533,0.982804,5.62,5.09,4.74,4.46,4.21,3.98,3.74,3.49,3.16,4.88,4.67,4.53,4.41,4.3,4.19,4.08,3.95,3.78,195.5500030517578,9.0,AL,Carlos Rodón,607074.0,16137,16137
MIA,Marlins,8.1961,8.4848,22.68,34.68,0.0,0.6431,,139.036,584.946,138.262,64.3167,58.9883,15.9891,122.422,34.6334,0.78,7.6102,3.81841,1.24354,7.92458,2.24188,3.5348,1.035,0.209288,0.0592079,0.15008000656962395,0.4739,0.254767,0.302439,0.721403,3.78062,592.0000000000002,4.258992805755398,606.0,4.359712230215828,2.21538,2.30448,11.0103,0.537985,1.16089,1.29126,5.81911,5.08518,4.61821,4.26283,3.95866,3.68054,3.40673,3.1081,2.75292,4.86563,4.59649,4.41735,4.26821,4.12908,3.99994,3.8608,3.70253,3.50339,490.8999938964844,20.0,NL,Braxton Garrett,666129.0,21844,21844
NYM,Mets,10.3353,8.9534,27.54,27.54,0.0,0.0,,162.945,697.539,151.06,74.3004,67.6647,16.9825,154.166,63.2291,0.5999,8.9487,3.73735,1.3151,8.51509,3.49236,2.43821,0.938,0.221014,0.090646,0.13036790490150452,0.49955,0.241556,0.295186,0.734796,3.92666,696.5000000000001,4.273006134969326,686.0,4.208588957055214,2.20391,2.56847,15.1733,0.511201,0.861962,1.00215,5.43,4.88,4.53,4.24,3.99,3.75,3.52,3.26,2.93,4.78,4.52,4.35,4.2,4.07,3.95,3.82,3.67,3.48,93.5,25.0,NL,Nolan McLean,690997.0,33703,33703
KCR,Royals,9.6493,10.6896,29.16,29.16,0.0,0.0,,170.047,725.458,174.174,88.8897,82.9731,24.0334,135.032,49.9746,0.4454,5.5962,4.39147,1.31816,7.14674,2.64498,2.702,1.272,0.186133,0.068887,0.11724592745304108,0.37717,0.260006,0.293921,0.710014,4.36469,612.4,3.6023529411764703,640.0,3.764705882352941,2.15757,1.88362,13.5638,0.460425,0.890101,1.00213,6.03,5.49,5.14,4.85,4.6,4.36,4.12,3.85,3.51,5.31,5.08,4.93,4.8,4.68,4.57,4.45,4.31,4.13,360.6000061035156,7.0,AL,Michael Wacha,608379.0,14078,14078
WSN,Nationals,8.4939,9.623,25.92,25.92,0.0,0.0,,151.72,647.546,149.481,73.2189,67.0106,16.8409,127.231,52.0886,0.5472,8.2841,3.97505,1.32856,7.54729,3.08988,2.44258,0.999,0.196481,0.08044,0.1160411685705185,0.499448,0.254577,0.299344,0.721102,4.09473,602.3,3.9625,613.0,4.032894736842105,2.15709,2.35692,13.3364,0.579768,0.91406,1.08242,5.77,5.18,4.79,4.48,4.21,3.96,3.71,3.43,3.08,5.1,4.81,4.62,4.45,4.31,4.16,4.02,3.85,3.63,334.1000061035156,24.0,NL,Cade Cavalli,676917.0,27473,27473
NYM,Mets,10.9378,10.2607,30.78,30.78,0.0,0.0,,175.582,760.425,173.307,84.1148,76.3786,16.4657,146.264,70.6085,0.5437,9.992,3.91502,1.38918,7.49721,3.61926,2.07148,0.844,0.192345,0.092854,0.09949095547199249,0.542597,0.254929,0.303312,0.723527,4.06534,704.8000000000002,4.004545454545456,721.0,4.096590909090909,2.14229,2.33311,15.2945,0.483146,0.847151,0.975241,5.6,5.07,4.73,4.45,4.2,3.97,3.74,3.48,3.16,4.94,4.71,4.54,4.41,4.28,4.16,4.04,3.9,3.71,345.8500061035156,25.0,NL,Clay Holmes,605280.0,13649,13649
DET,Tigers,8.4851,8.7455,24.3,32.3,0.0,0.6108,,141.293,603.081,136.543,67.1745,61.8021,16.1231,131.382,46.9526,0.895,5.9524,3.93663,1.29869,8.36867,2.99076,2.79818,1.027,0.217851,0.0778546,0.13999628275632858,0.44936,0.24818,0.299052,0.722835,3.88218,597.4000000000001,4.236879432624114,604.0,4.283687943262412,2.11741,1.85101,11.0485,0.509418,1.12574,1.2467,5.86625,5.1683,4.72244,4.38413,4.09544,3.82242,3.55393,3.2677,2.916,4.9464,4.69754,4.51867,4.37923,4.2498,4.12037,3.99093,3.84206,3.65263,301.54998779296875,6.0,AL,Reese Olson,681857.0,24968,24968
TOR,Blue Jays,9.3987,8.1963,24.3,34.3,0.0,0.6504,,146.759,621.69,127.935,67.3151,62.2259,18.0187,161.708,59.6466,0.7564,5.3652,3.81601,1.27816,9.91675,3.65784,2.7111,1.105,0.26011,0.0959427,0.16416720300912857,0.414166,0.229818,0.291592,0.74076,3.85648,666.5999999999999,4.53469387755102,634.0,4.312925170068027,2.1102,2.10705,11.9031,0.579168,1.10091,1.25755,5.73586,5.02773,4.5714,4.2321,3.93302,3.66008,3.39122,3.10508,2.75372,4.89208,4.59481,4.39549,4.23617,4.08753,3.94821,3.79958,3.63094,3.4223,137.9499969482422,14.0,AL,Trey Yesavage,702056.0,35456,35456
,,9.7456,10.2272,29.16,29.16,0.0,0.0,,163.988,702.905,159.418,81.6911,75.5399,20.6078,148.345,56.6619,0.809,9.8294,4.14579,1.31766,8.14147,3.10973,2.61807,1.131,0.211045,0.080611,0.13043411076068878,0.438,0.250495,0.296945,0.717778,4.17598,636.9000000000002,3.8835365853658548,642.0,3.9146341463414633,2.0925,2.00945,13.3666,0.431599,0.890203,0.989312,5.79,5.26,4.91,4.63,4.38,4.14,3.91,3.64,3.31,5.05,4.84,4.69,4.57,4.46,4.36,4.24,4.12,3.95,407.54998779296875,-1.0,,Chris Bassitt,605135.0,12304,12304
TBR,Rays,9.9147,11.2848,30.78,30.78,0.0,0.0,,174.756,745.228,163.612,88.4273,82.6735,27.4173,179.125,62.6856,0.4456,7.538,4.25772,1.29494,9.22502,3.22833,2.85752,1.412,0.240363,0.084116,0.15624694526195526,0.372378,0.242387,0.290728,0.733691,4.3302,681.5000000000001,3.894285714285715,669.0,3.822857142857143,2.08447,2.00971,13.9999,0.488007,0.867504,0.995346,5.87,5.34,4.98,4.7,4.45,4.21,3.97,3.71,3.37,5.19,4.95,4.79,4.65,4.53,4.41,4.28,4.14,3.95,140.6999969482422,12.0,AL,Ryan Pepiot,686752.0,26221,26221
WSN,Nationals,8.0853,8.9352,22.68,36.68,0.0,0.6602,,143.276,606.143,142.523,67.8596,62.3815,17.1454,123.174,41.7382,0.8442,6.3251,3.91855,1.28606,7.73728,2.62182,2.95111,1.077,0.203209,0.0688587,0.13435080647468567,0.461877,0.255382,0.30012,0.726341,3.97779,583.3,4.079020979020979,600.0,4.195804195804196,2.05662,2.13324,11.1019,0.535006,1.16636,1.29461,5.93019,5.19293,4.72333,4.36522,4.05884,3.77832,3.50268,3.20193,2.83607,4.96453,4.69649,4.51746,4.36844,4.22942,4.10039,3.96137,3.80333,3.6043,536.25,24.0,NL,Foster Griffin,656492.0,16432,16432
CIN,Reds,9.0702,11.1529,29.16,29.16,0.0,0.0,,167.628,719.743,167.072,90.4757,85.152,29.5584,154.796,53.9894,0.5995,4.764,4.57183,1.31876,8.31103,2.8987,2.86715,1.587,0.215071,0.0750121,0.14005903154611588,0.330941,0.25276,0.288509,0.72677,4.63207,573.0,3.4107142857142856,583.0,3.4702380952380953,2.01831,1.96733,12.5921,0.484544,0.906992,1.02831,6.21,5.67,5.3,5.01,4.75,4.51,4.26,3.98,3.63,5.49,5.26,5.09,4.96,4.83,4.71,4.59,4.45,4.25,215.3000030517578,18.0,NL,Andrew Abbott,671096.0,29911,29911
CLE,Guardians,10.19,11.1495,30.78,30.78,0.0,0.0,,177.33,760.42,162.687,86.5658,80.1389,22.6194,180.399,76.5074,0.6441,6.2621,4.06728,1.34887,9.15576,3.88297,2.35793,1.148,0.237236,0.100612,0.13662384450435638,0.421063,0.240076,0.295108,0.735464,4.15901,714.1000000000001,4.034463276836159,697.0,3.937853107344633,1.99393,2.03523,15.0631,0.475732,0.849329,0.973489,5.68,5.16,4.81,4.53,4.29,4.06,3.82,3.57,3.24,5.02,4.78,4.62,4.49,4.37,4.25,4.13,3.99,3.8,150.5500030517578,5.0,AL,Gavin Williams,668909.0,30122,30122
BOS,Red Sox,9.4431,10.7757,29.16,29.16,0.0,0.0,,167.864,729.528,175.93,88.931,81.959,19.6961,139.818,58.8868,0.4975,8.9287,4.39421,1.39885,7.49632,3.1572,2.37436,1.056,0.191656,0.080719,0.11093693971633911,0.496882,0.265871,0.3111,0.703938,4.20659,615.6,3.6642857142857146,656.0,3.9047619047619047,1.97091,1.81506,13.2002,0.461002,0.900324,1.01149,6.1,5.57,5.21,4.92,4.66,4.42,4.18,3.91,3.56,5.37,5.15,4.99,4.86,4.75,4.63,4.51,4.38,4.19,337.45001220703125,3.0,AL,Brayan Bello,678394.0,23920,23920
BAL,Orioles,10.1567,10.0488,29.16,29.16,0.0,0.0,,168.23,719.855,161.341,85.9268,79.8734,23.87,165.083,61.3064,0.465,7.7751,4.27308,1.32347,8.83163,3.27978,2.69275,1.277,0.229328,0.0851649,0.14416290819644928,0.421971,0.247922,0.297672,0.722512,4.24902,652.4,3.8833333333333333,651.0,3.875,1.95901,1.60006,13.6481,0.504488,0.887303,1.02069,5.94,5.4,5.03,4.74,4.49,4.25,4.0,3.73,3.39,5.26,5.01,4.84,4.7,4.57,4.44,4.31,4.17,3.97,187.1999969482422,2.0,AL,Shane Baz,669358.0,22264,22264
KCR,Royals,9.11,10.1402,27.54,27.54,0.0,0.0,,161.288,697.312,165.687,84.5378,78.5581,21.9352,138.228,52.6749,0.6513,6.5896,4.3836,1.35386,7.71323,2.9393,2.62417,1.224,0.19823,0.0755399,0.12268999218940735,0.413091,0.259678,0.300809,0.713148,4.29142,585.2,3.6347826086956525,615.0,3.8198757763975157,1.93338,1.72011,12.946,0.466071,0.914847,1.02673,6.07,5.52,5.16,4.87,4.61,4.36,4.12,3.84,3.5,5.33,5.1,4.94,4.81,4.69,4.58,4.46,4.32,4.14,344.0,7.0,AL,Seth Lugo,607625.0,12447,12447
LAA,Angels,8.4168,9.342,24.3,34.3,0.0,0.6594,,148.721,630.334,134.551,71.6444,66.6505,20.3748,156.905,56.9254,1.2918,6.6576,4.03341,1.28748,9.49527,3.44489,2.75633,1.233,0.248924,0.0903099,0.15861432254314423,0.396178,0.237407,0.293156,0.735383,4.08867,631.6000000000001,4.238926174496645,611.0,4.100671140939597,1.91698,2.01936,11.6323,0.485056,1.11486,1.22603,5.90077,5.21924,4.78016,4.4399,4.15838,3.88426,3.6235,3.33678,2.98409,4.97016,4.7315,4.57217,4.43352,4.30419,4.18554,4.06554,3.92688,3.73823,349.5,1.0,AL,Reid Detmers,672282.0,27468,27468
CHC,Cubs,9.0046,9.1263,25.92,25.92,0.0,0.0,,152.374,635.422,149.399,74.3464,69.6882,26.2761,138.349,33.2402,0.4029,4.204,4.11614,1.19862,8.17161,1.96334,4.1621,1.552,0.217728,0.052312,0.16541605815291405,0.334404,0.24984,0.284117,0.74248,4.29822,582.6,3.8328947368421056,587.0,3.861842105263158,1.91613,2.05045,13.0405,0.458397,0.916072,1.02436,5.74,5.19,4.83,4.53,4.28,4.03,3.79,3.52,3.18,4.99,4.77,4.61,4.48,4.37,4.25,4.14,4.0,3.82,168.89999389648438,17.0,NL,Shota Imanaga,684007.0,33829,33829
CHC,Cubs,8.7575,8.6296,25.92,25.92,0.0,0.0,,139.701,592.206,124.501,66.7001,61.5751,16.5779,148.642,56.5658,0.3316,7.0887,3.96686,1.2961,9.57598,3.64415,2.62777,1.068,0.250997,0.0955171,0.1554800271987915,0.454545,0.235551,0.297037,0.724492,3.91675,607.9,4.342142857142857,585.0,4.178571428571429,1.90388,2.01687,11.4053,0.470483,0.948491,1.05877,5.69,5.12,4.74,4.44,4.17,3.92,3.67,3.4,3.06,4.91,4.68,4.52,4.39,4.27,4.15,4.03,3.9,3.71,197.10000610351562,17.0,NL,Edward Cabrera,665795.0,21690,21690
LAD,Dodgers,7.7629,6.4373,17.82,39.82,0.0,0.7738,,119.969,502.964,104.01,55.3428,51.7087,17.6087,136.11,41.5653,0.7857,5.0468,3.87916,1.21345,10.2109,3.11821,3.2746,1.321,0.270615,0.0826407,0.18797430396080017,0.358597,0.227916,0.285498,0.746198,3.93977,531.2,4.426666666666667,501.0,4.175,1.90071,1.8493,8.0555,0.54755,1.32499,1.44147,6.01318,5.17481,4.6488,4.24662,3.90728,3.59527,3.28877,2.9696,2.5841,4.87229,4.59596,4.40963,4.25329,4.11513,3.9788,3.84063,3.6843,3.47797,120.44999694824219,22.0,NL,Emmet Sheehan,686218.0,29839,29839
NYY,Yankees,8.1808,7.529,22.68,22.68,0.0,0.0,,130.983,551.74,121.525,62.5585,58.2717,19.6329,133.263,38.432,0.3454,4.8288,4.00392,1.2212,9.15668,2.64071,3.46751,1.349,0.241533,0.069656,0.17187680304050446,0.379996,0.238997,0.28655,0.735244,4.03971,543.2,4.146564885496184,532.0,4.061068702290076,1.8912,1.60352,11.3091,0.497636,0.979686,1.09883,5.75,5.15,4.75,4.44,4.16,3.91,3.65,3.37,3.02,4.95,4.71,4.54,4.4,4.27,4.15,4.02,3.87,3.68,283.20001220703125,9.0,AL,Gerrit Cole,543037.0,13125,13125
